split,group,filtered_row,source_row,baseline_similarity,sentence2_token_length,sentence1,sentence2
validation,all,822,843,0.8855123519897461,14,"if c burns out , then a and b are still in a closed path .",bulb b and bulb c are contained within a closed path
validation,all,823,844,0.8855294585227966,7,someoen is playing guitar .,A boy is playing a guitar
validation,all,827,848,0.8863887786865234,15,"A dog, which is brown, and a black one are running in the grass",One white dog and one black one are running side by side on the grass
validation,all,828,849,0.8867714405059814,13,a long train is on train tracks .,a train sitting on the tracks near a field .
validation,all,830,851,0.886972963809967,11,Somebody is cutting a tomato,A person is slicing a potato.
validation,all,834,855,0.8880290985107422,15,both components need to be in closed paths .,the switch has to be within a closed path with the bulb and battery
validation,all,837,858,0.8882789611816406,15,bulb b and bulb c were still contained in the same closed path with the battery .,the switch has to be within a closed path with the bulb and battery
validation,all,839,860,0.8885972499847412,10,bulb b and bulb c are contained within a closed path,both components need to be in closed paths .
validation,all,840,861,0.8887283802032471,18,the terminals are not separated by a gap,you have reached a point where the terminals are not connected to each other .
validation,all,846,867,0.8901883959770203,13,you need to make up your mind .,You have to decide what you want to get out of this.
validation,all,850,871,0.8913115859031677,12,a dog runs across the grassy field .,The golden dog is running through a field of tall grass
validation,all,852,873,0.8916959762573242,11,four women and two men sit at a long table in a restaurant .,Group of people sitting around a restaurant dining table.
validation,all,857,879,0.8927238583564758,10,""" the electrical state at the terminal matches the battery "" "" s electrical state """,the terminals are not separated by a gap
validation,all,861,883,0.8938736915588379,15,black and white cow standing near pile of snow .,a black and white photo of a cow under a tree.
validation,all,862,884,0.8942884206771851,11,A man is climbing up a rope,One man is climbing the cliff with a rope
validation,all,871,893,0.8990740776062012,10,a dog jumping into a swimming pool .,a dog is looking into swimming pool .
validation,all,872,894,0.8993458151817322,8,someoen is playing guitar .,a boy is playing guitar .
validation,all,878,900,0.9012905359268188,20,"the note 's must-reads for monday , november 25 , 2013","the note 's must reads for wednesday july 4 , 2012"
validation,all,880,902,0.9025804996490479,15,A dark black dog and a light brown dog are fighting in the backyard,a black dog fighting with a brown dog in the snow .
validation,all,881,903,0.9032201766967773,22,A man with a top hat riding a white horse.,A man wearing black formal wear & a black top hat is riding a white show horse.
validation,all,884,906,0.9036327004432678,11,a woman is slicing up some meat .,a woman is slicing cucumber .
validation,all,886,908,0.9040349721908569,7,A man is shooting a shotgun,A man is shooting a weapon
validation,all,901,924,0.9094085693359375,12,a passenger jet flies through the air .,a large passenger jet flying close to the ground .
validation,all,907,930,0.9125985503196716,9,A little girl with blond hair is smiling and sitting on a swing,the girl is on a swing .
validation,all,908,931,0.9131593704223633,15,bulb c and switch z are in the same closed path,the switch has to be within a closed path with the bulb and battery
validation,all,909,932,0.9132777452468872,15,if both bulbs are contained within a closed path,the switch has to be within a closed path with the bulb and battery
validation,all,914,937,0.9153435230255127,10,a woman is slicing cucumber .,A woman is slicing a tomato
validation,all,915,938,0.9156637191772461,11,bulb b and c are on a closed path to the battery,if both bulbs are contained within a closed path
validation,all,920,943,0.9192471504211426,9,Bomb blast kills 10 in southwest Pakistan,8 soldiers killed in bomb attack in NW Pakistan
validation,all,922,945,0.9201855063438416,13,bulb b and c are on a closed path to the battery,bulb c and switch z are in the same closed path
validation,all,923,946,0.9202066659927368,17,"5.9-magnitude quake hits sunda strait , indonesia : usgs",6.4-magnitude quake strikes off indonesia
validation,all,925,948,0.9230085611343384,13,bulb b and bulb c were still contained in the same closed path with the battery .,bulb a was still in a closed path with the battery
validation,all,929,952,0.9257112741470337,17,earthquake of 6.3 magnitude strikes off indonesia island,6.4-magnitude quake strikes off indonesia
validation,all,930,953,0.9264792203903198,17,the black dog is running on the grass with a toy in it 's mouth .,a black dog is running through the grass carrying something red in its mouth .
validation,all,932,955,0.928160548210144,23,"ahmadinejad is embarking upon an adventure , bernanke .","ahmadinejad are embarking on an adventure , not bernanke ."
validation,all,935,958,0.9299163222312927,7,the man is playing the guitar .,A man plays a guitar.
validation,all,938,961,0.9367293119430542,20,bulb b and c are on a closed path to the battery,bulb b and bulb c were still contained in the same closed path with the battery .
validation,all,944,967,0.9442757964134216,13,bulb b and bulb c are contained within a closed path,bulb c and switch z are in the same closed path
validation,all,949,972,0.9485865235328674,22,"have a complexion with a strong bright color , such as red or pink .",have a complexion with a strong bright color ; reflect emotion via one 's complexion .
validation,all,954,977,0.9535650014877319,13,bulb b and c are on a closed path to the battery,bulb a was still in a closed path with the battery
validation,all,960,984,0.9669837951660156,11,bulb b and bulb c are contained within a closed path,if both bulbs are contained within a closed path
validation,all,962,986,0.9700304269790649,12,The brown animal is jumping in the air,"A dog, which is brown, is jumping in the air"
validation,all,964,988,0.9772791862487793,8,The boy is not playing the piano,A boy is not playing a guitar
validation,all,965,989,0.9781977534294128,7,A woman is standing near three children,A lady is standing near three children
validation,all,969,993,0.986277163028717,7,a boy is playing guitar .,A boy is playing a guitar
validation,all,973,997,0.9979773759841919,18,You need to pick how and where you want to place your foot and do it.,you need to pick how and where you want to place your foot and do it .
validation,all,975,999,0.998693585395813,27,"China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.","china is scrambling to stop the disease from spreading to the countryside , where most of its 1.3 billion people live ."
test,all,6,6,0.49836716055870056,6,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",There is no kitten drinking milk
test,all,8,8,0.4991878867149353,15,There are no people driving ATVs,"find out or determine , perhaps after a calculation or investigation ."
test,all,9,9,0.4991919994354248,25,There is no person riding a jetski in the waves,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,11,11,0.5016857385635376,12,This answer is based on my experience teaching undergraduate math in the US.,No motorcycle racer is riding a red and black bike
test,all,12,12,0.5019619464874268,14,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",No girl with a bikini is playing in the dunes
test,all,13,13,0.5022279620170593,12,"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no person riding a jetski in the waves
test,all,14,14,0.502600908279419,16,There is no person riding a jetski in the waves,"after all , they have recommended policies that politicians or taking into consideration ."
test,all,15,15,0.5027697682380676,7,the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,A boy is eating a cupcake
test,all,16,16,0.5028361082077026,25,No girl with a bikini is playing in the dunes,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,19,19,0.5051982402801514,12,( parliament adopted the legislative resolution ),There is no person riding a jetski in the waves
test,all,20,20,0.5053189992904663,9,There is no person riding a jetski in the waves,"commodity expanded value-form , ."
test,all,22,22,0.5075528025627136,8,several different ways have been developed of calculating these values ( also known as term weights ) .,There are no people driving ATVs
test,all,23,23,0.507633626461029,14,"several different ways of computing these values , also known as ( term ) weights , have been developed .",No girl with a bikini is playing in the dunes
test,all,30,30,0.5103518962860107,13,No motorcycle racer is riding a red and black bike,serve as a reason or cause or justification of .
test,all,31,31,0.5104761123657227,9,This answer is based on my experience teaching undergraduate math in the US.,There is no woman using a sewing machine
test,all,32,32,0.5117500424385071,13,No girl with a bikini is playing in the dunes,they also inherit the attributes and methods of its superclass .
test,all,34,34,0.5122227668762207,21,There is no kitten drinking milk,the basic idea is to represent each document as a vector of certain weighted word frequencies .
test,all,35,35,0.5125329494476318,13,There is no person riding a jetski in the waves,they also inherit the attributes and methods of its superclass .
test,all,36,36,0.5134423971176147,22,There is no man speaking on a podium,several different ways have been developed of calculating these values ( also known as term weights ) .
test,all,41,41,0.516434907913208,21,No girl with a bikini is playing in the dunes,the basic idea is to represent each document as a vector of certain weighted word frequencies .
test,all,43,43,0.516514778137207,22,There is no man putting some cheese on a pizza,several different ways have been developed of calculating these values ( also known as term weights ) .
test,all,44,44,0.5173063278198242,10,"after all , they have recommended policies that politicians or taking into consideration .",The boy isn't playing the piano happily
test,all,45,45,0.5173766016960144,8,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",There are no people driving ATVs
test,all,47,47,0.5177507400512695,14,There is no person riding a jetski in the waves,make fine adjustments or divide into marked intervals for optimal measuring .
test,all,48,48,0.517828106880188,13,There are no people driving ATVs,You have to decide what you want to get out of this.
test,all,49,49,0.517970860004425,15,There is no person riding a jetski in the waves,"but just as the european union itself , and this will happen ."
test,all,53,53,0.5184193253517151,26,There are no people driving ATVs,i can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination .
test,all,54,54,0.5186293125152588,10,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",There is no water being drunk by a cat
test,all,55,55,0.5186420679092407,25,No motorcycle racer is riding a red and black bike,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,56,56,0.5186614990234375,7,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",A boy is eating a cupcake
test,all,58,58,0.5187851190567017,9,"Besides these 28 OCT4-regulated genes, the Oct4-OETN included 8 more genes of a recently published list of OCT4-correlated transcripts expressed in ESCs.",There is no brown dog standing in the water
test,all,60,60,0.5198495984077454,7,"after all , they have recommended policies that politicians or taking into consideration .",A boy is eating a cupcake
test,all,62,62,0.5199140310287476,14,one of the most well studied facets of temperament is how people respond to novelty .,No girl with a bikini is playing in the dunes
test,all,64,64,0.5200037956237793,25,A baby elephant is not eating a small tree,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,65,65,0.5202913880348206,10,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems .",There is no water being drunk by a cat
test,all,66,66,0.5204393863677979,14,"after all , they have recommended policies that politicians or taking into consideration .",No girl with a bikini is playing in the dunes
test,all,67,67,0.5205917358398438,9,There is no rope being climbed by a man,"commodity expanded value-form , ."
test,all,68,68,0.5206035375595093,11,one of the most well studied facets of temperament is how people respond to novelty .,There is no rope being climbed by a man
test,all,71,71,0.520999014377594,8,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",terminal 1 and terminal 2 possess no difference
test,all,72,72,0.5212036371231079,11,several different ways have been developed of calculating these values ( also known as term weights ) .,There is no rope being climbed by a man
test,all,74,74,0.5217466354370117,9,"after all , they have recommended policies that politicians or taking into consideration .",There is no woman using a sewing machine
test,all,77,77,0.5220919847488403,8,"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no girl brushing her hair
test,all,80,80,0.522922158241272,22,A baby elephant is not eating a small tree,several different ways have been developed of calculating these values ( also known as term weights ) .
test,all,83,83,0.5231189131736755,6,serve as a reason or cause or justification of .,There is no kitten drinking milk
test,all,85,85,0.523446798324585,19,several different ways have been developed of calculating these values ( also known as term weights ) .,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves
test,all,86,86,0.5240384340286255,25,"US, China fail to paper over cracks in ties","dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,88,88,0.5250357389450073,11,serve as a reason or cause or justification of .,There is no rope being climbed by a man
test,all,91,91,0.5266447067260742,7,There are no people driving ATVs,A boy is eating a cupcake
test,all,94,94,0.5282340049743652,11,it was first used in the smart information retrieval system .,There is no rope being climbed by a man
test,all,98,98,0.5302551984786987,8,"after all , they have recommended policies that politicians or taking into consideration .",There are no people driving ATVs
test,all,99,99,0.5304619073867798,15,"several different ways of computing these values , also known as ( term ) weights , have been developed .",There is no person in bike gear standing steadily in front of the mountains
test,all,100,100,0.5312677621841431,7,"you just have to base your answer on what you do know , which is what you want .",A boy is eating a cupcake
test,all,102,102,0.5322788953781128,22,deadline passes with no new iran sanctions,this means that inheritance is used when types have common factors and these would be put into the superclass .
test,all,103,103,0.5328199863433838,12,This answer is based on my experience teaching undergraduate math in the US.,There is no man dressed in black wearing an elaborate black mask
test,all,108,108,0.5354344844818115,21,There is no man dressed in black wearing an elaborate black mask,the basic idea is to represent each document as a vector of certain weighted word frequencies .
test,all,109,109,0.5359786748886108,16,it was first used in the smart information retrieval system .,ukraine will not give ' an inch ' over crimea
test,all,110,110,0.5365023612976074,15,A boy is eating a cupcake,"find out or determine , perhaps after a calculation or investigation ."
test,all,111,111,0.5370032787322998,19,a boy in a red sled is riding down the hill .,"the international atomic energy agency has no access to people , documents , sites ."
test,all,112,112,0.5374904870986938,15,There is no woman using a sewing machine,"find out or determine , perhaps after a calculation or investigation ."
test,all,115,115,0.5390515327453613,8,"you just have to base your answer on what you do know , which is what you want .",There are no people driving ATVs
test,all,117,117,0.5401411056518555,16,your top 10 flu questions answered,ukraine will not give ' an inch ' over crimea
test,all,119,119,0.5411084890365601,8,a prominent attribute or aspect of something .,There are no people driving ATVs
test,all,120,120,0.5416724681854248,12,the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,a woman is placing eggs into a pan .
test,all,125,125,0.5442750453948975,16,female film directors slowly gain ground,The football is between the feet of a boy who is lying on the grass
test,all,126,126,0.5448131561279297,7,"several different ways of computing these values , also known as ( term ) weights , have been developed .",A boy is eating a cupcake
test,all,130,130,0.546853244304657,12,the perception of spain has changed dramatically with this government,No motorcycle racer is riding a red and black bike
test,all,133,133,0.5483934283256531,21,A child is not playing slip and slide in the grass,the basic idea is to represent each document as a vector of certain weighted word frequencies .
test,all,137,137,0.5505186319351196,9,"the international atomic energy agency has no access to people , documents , sites .",generate the optimal solution of these computed values
test,all,142,142,0.5531186461448669,17,No motorcycle racer is riding a red and black bike,the us president george bush himself is glad of progress in the negotiations .
test,all,146,146,0.5551903247833252,12,There is no person riding a jetski in the waves,indian defense ministry has increased spending on defense purchases .
test,all,147,147,0.5557118654251099,17,"US, China fail to paper over cracks in ties",tthe girl is standing in front of the open door of the bus .
test,all,150,150,0.5572648048400879,11,it has the effect of augmenting the potency of the big countries to the detriment of babies .,a person is diving into clear blue water .
test,all,153,153,0.5588312149047852,11,out of touch and untrustworthy ?,a dog jumping into a swimming pool .
test,all,155,155,0.5598630905151367,25,Several people are not walking in line across a bridge,"dynamic programming is a very powerful mathematical technique , often utilised in programming , for solving optimization problems ."
test,all,156,156,0.5603906512260437,16,Two white cats are playing with a brown dog and a ball,ukraine will not give ' an inch ' over crimea
test,all,157,157,0.5609108209609985,13,"mr president , i would like to defend workers in the sector .",The woman is drinking lemonade and watching T.V.
test,all,158,158,0.5614228248596191,9,this means that inheritance is used when types have common factors and these would be put into the superclass .,There is no brown dog standing in the water
test,all,159,159,0.5619510412216187,11,A man is dancing on the ceiling,government initiatives to disarm have been ineffective .
test,all,160,160,0.5624697804450989,7,the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,a girl is jumping .
test,all,162,162,0.5635116100311279,14,mix or breed things of different varieties or qualities,No girl with a bikini is playing in the dunes
test,all,163,163,0.5640355348587036,19,warmed.c from the year prior .,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves
test,all,164,164,0.5645490288734436,13,A woman is water skiing.,they also inherit the attributes and methods of its superclass .
test,all,165,165,0.5650723576545715,8,the us president george bush himself is glad of progress in the negotiations .,There are no people driving ATVs
test,all,171,171,0.5681921243667603,9,: - \ hmv gone into bankruptcy equivalent ...,Two dogs are playing on a sandy beach
test,all,174,174,0.5697494149208069,9,"later , the other two houses fell at odds as well .",There is no woman using a sewing machine
test,all,175,175,0.5702705383300781,31,‚ äėglee ‚ äô star cory monteith found dead in hotel room,"i 've only made a couple of bbq sauces , but they 've always come out really well ."
test,all,176,176,0.5707921981811523,16,A man is performing a trick on a bike,"after all , they have recommended policies that politicians or taking into consideration ."
test,all,177,177,0.5713068246841431,12,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",There is no man dressed in black wearing an elaborate black mask
test,all,182,182,0.5739142894744873,11,This answer is based on my experience teaching undergraduate math in the US.,A man is performing a trick on a bike
test,all,183,183,0.5744308233261108,6,he also reaffirmed his wish to resolve the north korean nuclear crisis peacefully .,There is no kitten drinking milk
test,all,184,184,0.5749499797821045,14,No girl with a bikini is playing in the dunes,( cause to ) become a powder or as dust .
test,all,185,185,0.5754696130752563,41,There is no girl in pink twirling a ribbon,"the offer is also subject to goldman signing an agreement with drax 's senior banks , senior bond holders and hedging banks by sept . 30 , it said ."
test,all,186,186,0.5759958028793335,11,"in a few billion years , the milky way and andromeda will collide .",There is no rope being climbed by a man
test,all,187,187,0.5765074491500854,13,This answer is based on my experience teaching undergraduate math in the US.,A man is quickly chopping some mushrooms with a knife
test,all,188,188,0.5770293474197388,10,This answer is based on my experience teaching undergraduate math in the US.,The boy isn't playing the piano happily
test,all,189,189,0.5775482058525085,8,There is no person riding a jetski in the waves,cause to become awake or conscious .
test,all,190,190,0.5780655145645142,17,a man is sledding on an orange slide .,they would give the right to divorce the husbands who would have abandoned them ?
test,all,195,195,0.5806674957275391,13,The little boy swung at the golf ball.,thai political protests paralyse more ministries
test,all,197,197,0.5817074775695801,12,a man is climbing a wall .,foreign militants killed in somalia in strike on car
test,all,203,203,0.58482825756073,17,Two dogs are playing on a sandy beach,four women and two men sit at a long table in a restaurant .
test,all,204,204,0.5853459239006042,16,Some guy sitting on a couch watching television.,ukraine will not give ' an inch ' over crimea
test,all,205,205,0.5858672857284546,13,photos : fires across australia,The woman is drinking lemonade and watching T.V.
test,all,207,207,0.5869089365005493,7,annan to visit syrian refugees in turkey before iran,A boy is eating a cupcake
test,all,209,209,0.5879472494125366,12,claims about trayvon 's character and when did i do that ?,a woman is placing eggs into a pan .
test,all,213,213,0.5900266170501709,12,the new zealand commerce commission had given westpac no indication whether it would have approved its deal .,"A man is rock climbing, stopping and calculating the route"
test,all,217,217,0.5921088457107544,16,a guy and two girls are smiling at the camera .,ukraine will not give ' an inch ' over crimea
